ap_id,gu,install_year,install_type_code,install_type,indoor_outdoor,lon,lat,usage_gb
1036,금천구,2019.0,1,주요거리,실외,126.88352,37.475735,25.1936893
1037,금천구,2019.0,1,주요거리,실외,126.88237,37.47605,3.138119
1038,금천구,2019.0,1,주요거리,실외,126.883736,37.47251,9.3662683
1039,금천구,2019.0,1,주요거리,실외,126.88252,37.472187,6.1006156
1040,금천구,2019.0,1,주요거리,실외,126.88311,37.47101,10.8061004
1041,금천구,2019.0,1,주요거리,실외,126.88361,37.469707,58.0189489
1042,금천구,2019.0,1,주요거리,실외,126.882065,37.473225,2.0634186
1043,금천구,2019.0,1,주요거리,실외,126.881355,37.474445,55.910133
1044,금천구,2019.0,1,주요거리,실외,126.8876,37.466892,12.664172
1045,금천구,2019.0,1,주요거리,실외,126.878265,37.481403,24.3640823
1046,금천구,2019.0,1,주요거리,실외,126.87778,37.482452,23.047496
1047,금천구,2019.0,1,주요거리,실외,126.87742,37.483826,79.2349996
1048,금천구,2019.0,1,주요거리,실외,126.876816,37.485085,72.3290724
1049,금천구,2019.0,1,주요거리,실외,126.8789,37.483295,32.222768
1050,금천구,2019.0,1,주요거리,실외,126.880615,37.48267,7.1955707
1051,금천구,2019.0,1,주요거리,실외,126.88106,37.481792,96.2086499
1052,금천구,2019.0,1,주요거리,실외,126.88234,37.47921,80.8363968
1053,금천구,2019.0,1,주요거리,실외,126.88257,37.478306,11.5926949
1054,금천구,2019.0,1,주요거리,실외,126.88312,37.477215,23.7672984
1055,금천구,2019.0,1,주요거리,실외,126.87997,37.484146,22.7607787
1056,금천구,2019.0,1,주요거리,실외,126.87961,37.48506,13.3608817
1057,금천구,2019.0,1,주요거리,실외,126.875465,37.48237,27.0478714
1058,금천구,2019.0,1,주요거리,실외,126.88657,37.479828,37.8350704
1059,금천구,2019.0,1,주요거리,실외,126.88613,37.474308,2.9619073
1060,금천구,2019.0,1,주요거리,실외,126.88572,37.475483,11.4549128
1061,금천구,2019.0,1,주요거리,실외,126.88452,37.47811,3.0361382
1062,금천구,2019.0,1,주요거리,실외,126.88398,37.479294,25.6271402
1063,금천구,2018.0,2,전통시장,실내,126.8963,37.466835,3.2480491
1064,금천구,2018.0,2,전통시장,실내,126.89634,37.46676,0.5130923
1065,금천구,2018.0,2,전통시장,실내,126.89634,37.46676,3.8906993
1066,금천구,2018.0,2,전통시장,실외,126.89727,37.46667,28.0449704
1067,금천구,2018.0,1,주요거리,실외,126.89492,37.46794,57.4045294
1068,금천구,2018.0,1,주요거리,실외,126.89086,37.46787,3.1582348
1069,금천구,2018.0,1,주요거리,실외,126.89256,37.46862,1.9420952
1070,금천구,2019.0,1,주요거리,실외,126.891174,37.453335,15.3988201
1071,금천구,2019.0,1,주요거리,실외,126.892006,37.452328,12.6450015
1072,금천구,2019.0,1,주요거리,실외,126.89372,37.46881,9.9762922
1073,금천구,2019.0,1,주요거리,실외,126.89452,37.46769,6.2375995
1074,금천구,2019.0,1,주요거리,실외,126.896194,37.468033,10.4957164
1075,금천구,2019.0,1,주요거리,실외,126.89757,37.468,41.9150595
1076,금천구,2018.0,7,공공시설,실내,126.90339,37.46311,15.2839418
1077,금천구,2018.0,7,공공시설,실내,126.90339,37.46311,193.1969237
1078,금천구,2018.0,7,공공시설,실내,126.90339,37.46311,36.7354695
1079,금천구,2018.0,7,공공시설,실내,126.90339,37.46311,1065.8158258
1080,금천구,2018.0,7,공공시설,실내,126.90339,37.46311,357.8850531
1081,금천구,2018.0,7,공공시설,실내,126.90339,37.46311,58.4558616
1082,금천구,2018.0,7,공공시설,실내,126.90339,37.46311,10.9360492
1083,금천구,2018.0,7,공공시설,실내,126.90339,37.46311,7.9036311
1084,금천구,2018.0,7,공공시설,실내,126.90339,37.46311,7.5189321
1085,금천구,2018.0,7,공공시설,실내,126.90339,37.46311,2.8146141
1086,금천구,2018.0,7,공공시설,실내,126.90339,37.46311,11.2197518
1087,금천구,2019.0,2,전통시장,실외,126.89916,37.472767,555.4141517
1088,금천구,2019.0,2,전통시장,실외,126.89971,37.47271,98.8312176
1089,금천구,2019.0,2,전통시장,실외,126.90162,37.472446,71.3902678
1090,금천구,2019.0,2,전통시장,실외,126.90254,37.472355,9.4678056
1091,금천구,2019.0,1,주요거리,실외,126.89845,37.471478,238.9605017
1092,금천구,2019.0,3,공원(하천),실외,126.90929,37.474102,31.4817823
1093,금천구,2019.0,3,공원(하천),실외,126.90986,37.47384,42.8106865
1094,금천구,2019.0,2,전통시장,실외,126.89879,37.46934,52.3653367
1095,금천구,2019.0,2,전통시장,실외,126.90048,37.469166,9.1503497
