ap_id,gu,address,install_year,install_type_code,install_type,indoor_outdoor,lon,lat,usage_gb,age_norm,usage_norm,usage_norm_log,density_norm,cluster_k3,cluster_k3_rank
1021,강북구,인수동 605-328,2024.0,7,공공시설,실내,127.01408,37.64064,9.6093992,0.0714285714,0.00907605753,0.247400055,1.0,0,0
1022,강북구,인수동 605-328,2024.0,7,공공시설,실내,127.01408,37.64064,7.7456938,0.0714285714,0.00731578684,0.22716382,1.0,0,0
1023,강북구,인수동 605-328,2024.0,7,공공시설,실내,127.01408,37.64064,34.1759264,0.0714285714,0.0322791548,0.372960307,1.0,0,0
1024,강북구,수유동 313-2,2019.0,2,전통시장,실외,127.015,37.644615,259.8412475,0.428571429,0.245420164,0.582839926,0.0,0,0
1025,강북구,인수동 405-8,2019.0,2,전통시장,실외,127.016045,37.63609,127.4829042,0.428571429,0.120407642,0.508662023,0.0,0,0
1026,강북구,수유동 360-10,2021.0,4,문화관광,실내,127.01336,37.64079,41.4125295,0.285714286,0.0391141301,0.392557859,1.0,0,0
1027,강북구,수유동 360-10,2021.0,4,문화관광,실내,127.01336,37.64079,550.7056429,0.285714286,0.520141732,0.66131133,1.0,0,0
1028,금천구,가산디지털1로33-33,2019.0,1,주요거리,실외,126.88492,37.468906,31.7223539,0.428571429,0.0597088081,0.365386237,0.0,0,0
1029,금천구,가산디지털1로34,2019.0,1,주요거리,실외,126.88668,37.469105,4.5508442,0.428571429,0.00856572021,0.179541514,0.0,0,0
1030,금천구,가산디지털1로30,2019.0,1,주요거리,실외,126.88691,37.468567,26.2176731,0.428571429,0.0493477212,0.346091418,0.0,0,0
1031,금천구,가산디지털1로24,2019.0,1,주요거리,실외,126.887054,37.46823,11.9097762,0.428571429,0.0224169383,0.26795743,0.0,0,0
1032,금천구,가산디지털1로42,2019.0,1,주요거리,실외,126.88637,37.469807,73.700632,0.428571429,0.138721671,0.451853234,0.0,0,0
1033,금천구,가산디지털1로63,2019.0,1,주요거리,실외,126.88534,37.47158,24.3569392,0.428571429,0.0458453881,0.338673369,0.0,0,0
1034,금천구,가산디지털1로67,2019.0,1,주요거리,실외,126.88513,37.472065,12.4849187,0.428571429,0.0234994899,0.272523343,0.0,0,0
1035,금천구,가산디지털1로83,2019.0,1,주요거리,실외,126.884514,37.473446,55.5210919,0.428571429,0.104503557,0.422640033,0.0,0,0
1036,금천구,가산디지털1로119,2019.0,1,주요거리,실외,126.88352,37.475735,25.1936893,0.428571429,0.047420346,0.342074318,0.0,0,0
1037,금천구,가산디지털1로130,2019.0,1,주요거리,실외,126.88237,37.47605,3.138119,0.428571429,0.00590664348,0.148774393,0.0,0,0
1038,금천구,가산디지털1로75-23,2019.0,1,주요거리,실외,126.883736,37.47251,9.3662683,0.428571429,0.017629466,0.244971523,0.0,0,0
1039,금천구,가산디지털2로40,2019.0,1,주요거리,실외,126.88252,37.472187,6.1006156,0.428571429,0.0114827497,0.205335213,0.0,0,0
1040,금천구,가산디지털2로30,2019.0,1,주요거리,실외,126.88311,37.47101,10.8061004,0.428571429,0.0203395642,0.258595736,0.0,0,0
1041,금천구,가산디지털2로14,2019.0,1,주요거리,실외,126.88361,37.469707,58.0189489,0.428571429,0.109205103,0.427170081,0.0,0,0
1042,금천구,가산디지털2로54,2019.0,1,주요거리,실외,126.882065,37.473225,2.0634186,0.428571429,0.00388380789,0.117273872,0.0,0,0
1043,금천구,가산디지털2로67,2019.0,1,주요거리,실외,126.881355,37.474445,55.910133,0.428571429,0.105235822,0.423358595,0.0,0,0
1044,금천구,가산디지털1로24,2019.0,1,주요거리,실외,126.8876,37.466892,12.664172,0.428571429,0.0238368863,0.273906649,0.0,0,0
1045,금천구,가산디지털2로151,2019.0,1,주요거리,실외,126.878265,37.481403,24.3640823,0.428571429,0.045858833,0.338702875,0.0,0,0
1046,금천구,가산디지털2로165,2019.0,1,주요거리,실외,126.87778,37.482452,23.047496,0.428571429,0.043380712,0.333119157,0.0,0,0
1047,금천구,가산디지털2로184,2019.0,1,주요거리,실외,126.87742,37.483826,79.2349996,0.428571429,0.149138635,0.459340126,0.0,0,0
1048,금천구,가산디지털2로11,2019.0,1,주요거리,실외,126.876816,37.485085,72.3290724,0.428571429,0.136140077,0.449911998,0.0,0,0
1049,금천구,가산디지털1로 205-28,2019.0,1,주요거리,실외,126.8789,37.483295,32.222768,0.428571429,0.0606507036,0.366976084,0.0,0,0
1050,금천구,가산디지털1로 204,2019.0,1,주요거리,실외,126.880615,37.48267,7.1955707,0.428571429,0.0135437093,0.220358213,0.0,0,0
1051,금천구,가산디지털1로 186,2019.0,1,주요거리,실외,126.88106,37.481792,96.2086499,0.428571429,0.181086985,0.479442381,0.0,0,0
1052,금천구,가산디지털1로 168,2019.0,1,주요거리,실외,126.88234,37.47921,80.8363968,0.428571429,0.152152836,0.461410301,0.0,0,0
1053,금천구,가산디지털1로 142,2019.0,1,주요거리,실외,126.88257,37.478306,11.5926949,0.428571429,0.0218201177,0.265352412,0.0,0,0
1054,금천구,가산디지털1로 128,2019.0,1,주요거리,실외,126.88312,37.477215,23.7672984,0.428571429,0.0447355472,0.336208693,0.0,0,0
1055,금천구,가산디지털1로 212,2019.0,1,주요거리,실외,126.87997,37.484146,22.7607787,0.428571429,0.0428410435,0.331862675,0.0,0,0
1056,금천구,가산디지털1로 226,2019.0,1,주요거리,실외,126.87961,37.48506,13.3608817,0.428571429,0.0251482556,0.279116137,0.0,0,0
1057,금천구,가산디지털2로 169-44,2019.0,1,주요거리,실외,126.875465,37.48237,27.0478714,0.428571429,0.050910347,0.349238878,0.0,0,0
1058,금천구,가산디지털로9길 96,2019.0,1,주요거리,실외,126.88657,37.479828,37.8350704,0.428571429,0.0712143593,0.383326936,0.0,0,0
1059,금천구,가산로9길96,2019.0,1,주요거리,실외,126.88613,37.474308,2.9619073,0.428571429,0.00557497216,0.144215946,0.0,0,0
1060,금천구,벚꽃로 232,2019.0,1,주요거리,실외,126.88572,37.475483,11.4549128,0.428571429,0.0215607798,0.264199938,0.0,0,0
1061,금천구,벗꽃로 266,2019.0,1,주요거리,실외,126.88452,37.47811,3.0361382,0.428571429,0.00571469195,0.14616047,0.0,0,0
1062,금천구,벗꽃로 278,2019.0,1,주요거리,실외,126.88398,37.479294,25.6271402,0.428571429,0.0482362012,0.343793589,0.0,0,0
1063,금천구,범안로 1209,2018.0,2,전통시장,실내,126.8963,37.466835,3.2480491,0.5,0.00611355745,0.151520883,0.396263965,0,0
1064,금천구,범안로 1209,2018.0,2,전통시장,실내,126.89634,37.46676,0.5130923,0.5,0.000965733954,0.0433830019,1.0,0,0
1065,금천구,범안로 1209,2018.0,2,전통시장,실내,126.89634,37.46676,3.8906993,0.5,0.00732317428,0.166278132,1.0,0,0
1066,금천구,시흥대로 371,2018.0,2,전통시장,실외,126.89727,37.46667,28.0449704,0.5,0.0527871188,0.352898202,0.0,0,0
1067,금천구,시흥대로115길 48,2018.0,1,주요거리,실외,126.89492,37.46794,57.4045294,0.5,0.108048623,0.426073819,0.0,0,0
1068,금천구,벚꽃로18길 36,2018.0,1,주요거리,실외,126.89086,37.46787,3.1582348,0.5,0.00594450609,0.149282378,0.0,0,0
1069,금천구,범안로15길 52,2018.0,1,주요거리,실외,126.89256,37.46862,1.9420952,0.5,0.00365544909,0.11304082,0.0,0,0
1070,금천구,금하로1다길19,2019.0,1,주요거리,실외,126.891174,37.453335,15.3988201,0.428571429,0.0289841287,0.293017124,0.0,0,0
1071,금천구,금하로1가길9,2019.0,1,주요거리,실외,126.892006,37.452328,12.6450015,0.428571429,0.0238008029,0.273759579,0.0,0,0
1072,금천구,범안로17길41,2019.0,1,주요거리,실외,126.89372,37.46881,9.9762922,0.428571429,0.0187776726,0.250961411,0.0,0,0
1073,금천구,범안로17길12,2019.0,1,주요거리,실외,126.89452,37.46769,6.2375995,0.428571429,0.0117405852,0.207336861,0.0,0,0
1074,금천구,시흥대로115길 25,2019.0,1,주요거리,실외,126.896194,37.468033,10.4957164,0.428571429,0.0197553495,0.255804893,0.0,0,0
1075,금천구,시흥대로385,2019.0,1,주요거리,실외,126.89757,37.468,41.9150595,0.428571429,0.0788938458,0.393791752,0.0,0,0
1076,금천구,독산로 179 (1),2018.0,7,공공시설,실내,126.90339,37.46311,15.2839418,0.5,0.0287679011,0.292280712,1.0,0,0
1077,금천구,독산로 179 (2),2018.0,7,공공시설,실내,126.90339,37.46311,193.1969237,0.5,0.363641427,0.551933422,1.0,0,0
1078,금천구,독산로 179 (3),2018.0,7,공공시설,실내,126.90339,37.46311,36.7354695,0.5,0.0691446552,0.380318067,1.0,0,0
1079,금천구,독산로 179 (4),2018.0,7,공공시설,실내,126.90339,37.46311,1065.8158258,0.5,1.0,0.73038802,1.0,0,0
1080,금천구,독산로 179 (5),2018.0,7,공공시설,실내,126.90339,37.46311,357.8850531,0.5,0.673622712,0.616265857,1.0,0,0
1081,금천구,독산로 179 (6),2018.0,7,공공시설,실내,126.90339,37.46311,58.4558616,0.5,0.110027475,0.427942709,1.0,0,0
1082,금천구,독산로 179 (7),2018.0,7,공공시설,실내,126.90339,37.46311,10.9360492,0.5,0.020584158,0.259742454,1.0,0,0
1083,금천구,독산로 179 (8),2018.0,7,공공시설,실내,126.90339,37.46311,7.9036311,0.5,0.0148764433,0.229038677,1.0,0,0
1084,금천구,독산로 179 (9),2018.0,7,공공시설,실내,126.90339,37.46311,7.5189321,0.5,0.0141523505,0.224411888,1.0,0,0
1085,금천구,독산로 179 (10),2018.0,7,공공시설,실내,126.90339,37.46311,2.8146141,0.5,0.00529773217,0.140247236,1.0,0,0
1086,금천구,독산로 179 (11),2018.0,7,공공시설,실내,126.90339,37.46311,11.2197518,0.5,0.0211181522,0.262203172,1.0,0,0
1087,금천구,시흥대로138길19,2019.0,2,전통시장,실외,126.89916,37.472767,555.4141517,0.428571429,1.0,0.662201554,0.0,0,0
1088,금천구,시흥대로138길 19,2019.0,2,전통시장,실외,126.89971,37.47271,98.8312176,0.428571429,0.186023266,0.482231059,0.0,0,0
1089,금천구,독산로85길25,2019.0,2,전통시장,실외,126.90162,37.472446,71.3902678,0.428571429,0.134373029,0.448562215,0.0,0,0
1090,금천구,독산로85길 7,2019.0,2,전통시장,실외,126.90254,37.472355,9.4678056,0.428571429,0.0178205828,0.245992591,0.0,0,0
1091,금천구,시흥대로 426,2019.0,1,주요거리,실외,126.89845,37.471478,238.9605017,0.428571429,0.449779103,0.57409951,0.0,0,0
1092,금천구,독산동 산 8,2019.0,3,공원(하천),실외,126.90929,37.474102,31.4817823,0.428571429,0.0592559965,0.364613252,0.0,0,0
1093,금천구,독산동 산 8,2019.0,3,공원(하천),실외,126.90986,37.47384,42.8106865,0.428571429,0.0805796237,0.39595544,0.0,0,0
1094,금천구,시흥대로 398,2019.0,2,전통시장,실외,126.89879,37.46934,52.3653367,0.428571429,0.098563693,0.416621665,0.0,0,0
1095,금천구,독산로 75길 34,2019.0,2,전통시장,실외,126.90048,37.469166,9.1503497,0.428571429,0.0172230571,0.242766564,0.0,0,0
1096,금천구,독산로 75길 19,2019.0,2,전통시장,실외,126.901245,37.46895,6.1553094,0.428571429,0.0115856961,0.206139007,0.0,0,0
1097,금천구,시흥대로 73길 70,2019.0,7,공공시설,실내,126.8954,37.45683,92.2488415,0.428571429,0.173633706,0.47508587,1.0,0,0
1098,금천구,시흥대로 73길 70,2019.0,7,공공시설,실내,126.8954,37.45683,836.8765247,0.428571429,1.0,0.705083373,1.0,0,0
1099,금천구,시흥대로 73길 70,2018.0,7,공공시설,실내,126.8954,37.45683,358.8058007,0.5,0.675355772,0.616534267,1.0,0,0
1100,금천구,시흥대로 73길 70,2018.0,7,공공시설,실내,126.8954,37.45683,108.0730181,0.5,0.203418479,0.491505611,1.0,0,0
1101,금천구,시흥대로62길38,2019.0,2,전통시장,실외,126.90187,37.45583,149.3270403,0.428571429,0.281068124,0.525110196,0.0,0,0
1102,금천구,시흥대로62길42,2019.0,2,전통시장,실외,126.90216,37.456352,59.9761201,0.428571429,0.112888954,0.430587545,0.0,0,0
1103,금천구,독산로39길55,2019.0,2,전통시장,실외,126.90303,37.45735,109.4813773,0.428571429,0.206069338,0.492849543,0.0,0,0
1104,금천구,독산로39길 31,2019.0,2,전통시장,실외,126.90444,37.458447,318.7450749,0.428571429,0.599952188,0.604169078,0.0,0,0
1105,금천구,독산로39길16,2019.0,2,전통시장,실외,126.90434,37.458862,186.0795866,0.428571429,0.350244947,0.54802206,0.0,0,0
1106,금천구,독산로133,2019.0,2,전통시장,실외,126.90491,37.459274,220.5032755,0.428571429,0.415038319,0.56571533,0.0,0,0
1107,금천구,시흥대로 236,2019.0,1,주요거리,실외,126.90075,37.45482,173.8929641,0.428571429,0.327306895,0.540965843,0.0,0,0
1108,금천구,금하로11길40,2019.0,1,주요거리,실외,126.904144,37.45554,151.6821779,0.428571429,0.28550104,0.526738627,0.0,0,0
1109,금천구,시흥대로 47길 45,2019.0,1,주요거리,실외,126.899704,37.449646,86.3626671,0.428571429,0.16255456,0.468255542,0.0,0,0
1110,금천구,금하로668,2019.0,3,공원(하천),실외,126.904434,37.45268,152.9959546,0.428571429,0.287973873,0.527636141,0.0,0,0
1111,금천구,시흥동 산 100-1,2019.0,3,공원(하천),실외,126.92033,37.454453,241.022426,0.428571429,0.453660123,0.574995791,0.0,0,0
1112,금천구,시흥대로72,2019.0,1,주요거리,실외,126.90365,37.440647,35.6650624,0.428571429,0.0671299006,0.377303652,0.0,0,0
1113,금천구,탑골로 22,2018.0,7,공공시설,실내,126.91158,37.45178,83.5867399,0.5,0.15732962,0.464872984,1.0,0,0
1114,금천구,탑골로 22,2018.0,7,공공시설,실내,126.91158,37.45178,6.8639333,0.5,0.0129194908,0.21603115,1.0,0,0
1115,금천구,탑골로 22,2018.0,7,공공시설,실내,126.91158,37.45178,22.1699764,0.5,0.0417290165,0.329225083,1.0,0,0
1116,금천구,탑골로 22,2018.0,7,공공시설,실내,126.91158,37.45178,5.4373762,0.5,0.0102343792,0.195063001,1.0,0,0
1117,금천구,금하로25길8,2019.0,2,전통시장,실외,126.909004,37.451168,614.3046638,0.428571429,1.0,0.672740279,0.0,0,0
1118,금천구,탑골로7,2019.0,2,전통시장,실외,126.910286,37.45127,374.4517045,0.428571429,0.704804995,0.620993158,0.0,0,0
1119,금천구,금하로25길35,2019.0,2,전통시장,실외,126.91052,37.451504,33.4960876,0.428571429,0.0630473866,0.370915928,0.0,0,0
1120,금천구,시흥동 산 116,2019.0,3,공원(하천),실외,126.910904,37.45454,134.4171633,0.428571429,0.253004275,0.514168332,0.0,0,0
1121,금천구,금하로24나길48,2019.0,3,공원(하천),실외,126.91153,37.448105,166.9451098,0.428571429,0.31422942,0.53671944,0.0,0,0
1122,금천구,금하로24나길48,2019.0,3,공원(하천),실외,126.91129,37.447384,239.3360993,0.428571429,0.450486065,0.574263348,0.0,0,0
1123,금천구,금하로24나길48,2019.0,3,공원(하천),실외,126.91223,37.447197,16.248229,0.428571429,0.0305829134,0.298307204,0.0,0,0
1124,강동구,구천면로 633,2018.0,7,공공시설,실내,127.16837,37.550495,219.4016971,0.5,0.361394543,0.565193069,0.0,0,0
1125,강동구,구천면로 633,2019.0,7,공공시설,실내,127.16837,37.550495,167.000023,0.428571429,0.275079439,0.536753686,0.0,0,0
1126,강동구,양재대로 156길 123,2018.0,7,공공시설,실내,127.15171,37.5572,376.0958253,0.5,0.619498321,0.621450878,1.0,0,0
1127,강동구,양재대로 156길 123,2018.0,7,공공시설,실내,127.15171,37.5572,10.9799771,0.5,0.0180859979,0.260127269,1.0,0,0
1128,강동구,양재대로 156길 123,2018.0,7,공공시설,실내,127.15171,37.5572,183.469192,0.5,0.302207161,0.546550095,1.0,0,0
1129,강동구,고덕로 137,2018.0,7,공공시설,실내,127.14091,37.554935,662.44112,0.5,1.0,0.680630611,1.0,0,0
1130,강동구,고덕로 137,2018.0,7,공공시설,실내,127.14091,37.554935,53.0477961,0.5,0.0873793602,0.41795281,1.0,0,0
1131,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,105.6926344,0.571428571,0.174095,0.489194173,1.0,1,1
1132,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,217.8684612,0.571428571,0.358869025,0.564461796,1.0,1,1
1133,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,21.4883638,0.571428571,0.0353952253,0.326097205,1.0,1,1
1134,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,16.3515247,0.571428571,0.0269339154,0.29893268,1.0,1,1
1135,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,181.4122607,0.571428571,0.29881902,0.545375472,1.0,1,1
1136,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,527.5740831,0.571428571,0.86901061,0.656824546,1.0,1,1
1137,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,36.5459152,0.571428571,0.0601977559,0.379790537,1.0,1,1
1138,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,376.1034577,0.571428571,0.619510893,0.621452999,1.0,1,1
1139,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,384.8459809,0.571428571,0.633911421,0.623853821,1.0,1,1
1140,강동구,성내로 25,2017.0,7,공공시설,실외,127.12375,37.530144,210.2136502,0.571428571,0.346260156,0.560732482,1.0,1,1
1141,강동구,성내로 25,2017.0,7,공공시설,실외,127.12375,37.530144,255.9549708,0.571428571,0.421604445,0.581267454,1.0,1,1
1142,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,571.5170723,0.571428571,0.941392719,0.665190147,1.0,1,1
1143,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,32.3171173,0.571428571,0.0532321553,0.367273153,1.0,1,1
1144,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,72.6445091,0.571428571,0.119658717,0.450361647,1.0,1,1
1145,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,554.4812508,0.571428571,0.913331617,0.662025773,1.0,1,1
1146,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,165.4612338,0.571428571,0.272544773,0.535789776,1.0,1,1
1147,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,581.6699507,0.571428571,0.958116359,0.667031547,1.0,1,1
1148,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,200.8937262,0.571428571,0.330908543,0.556005073,1.0,1,1
1149,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,215.3457513,0.571428571,0.354713662,0.563247376,1.0,1,1
1150,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,355.3314602,0.571428571,0.585295629,0.615517832,1.0,1,1
1151,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,88.7800936,0.571428571,0.146236964,0.471114823,1.0,1,1
1152,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,703.9097337,0.571428571,1.0,0.686981801,1.0,1,1
1153,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,442.1091642,0.571428571,0.728234317,0.63834944,1.0,1,1
1154,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,777.3967833,0.571428571,1.0,0.69736989,1.0,1,1
1155,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,498.8680903,0.571428571,0.82172661,0.650975223,1.0,1,1
1156,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,233.6358776,0.571428571,0.384840832,0.571748888,1.0,1,1
1157,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,205.4056889,0.571428571,0.338340568,0.558320358,1.0,1,1
1158,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,118.6464528,0.571428571,0.195432299,0.501197818,1.0,1,1
1159,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,371.8413745,0.571428571,0.612490465,0.620262312,1.0,1,1
1160,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,557.7333502,0.571428571,0.918688417,0.662637273,1.0,1,1
1161,강동구,성내로 25,2017.0,7,공공시설,실내,127.12375,37.530144,151.6488725,0.571428571,0.249793297,0.526715774,1.0,1,1
1162,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,74.2727637,0.571428571,0.122340749,0.452652487,1.0,0,0
1163,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,718.212912,0.571428571,1.0,0.689086063,1.0,0,0
1164,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,287.4681071,0.571428571,0.473512322,0.593385766,1.0,0,0
1165,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,126.6280746,0.571428571,0.208579485,0.507962739,1.0,0,0
1166,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,881.2328895,0.571428571,1.0,0.710487135,1.0,0,0
1167,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,737.5425332,0.571428571,1.0,0.691864267,1.0,0,0
1168,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,281.4103766,0.571428571,0.463534136,0.591162545,1.0,0,0
1169,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,1233.1168773,0.571428571,1.0,0.745648279,1.0,0,0
1170,강동구,성내로 25,2017.0,7,공공시설,실외,127.124306,37.52989,51.8548711,0.571428571,0.0854143954,0.415614819,1.0,0,0
1171,강동구,성내로 25,2017.0,7,공공시설,실외,127.124306,37.52989,31.0761279,0.571428571,0.0511880196,0.363296777,1.0,0,0
1172,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,97.0086686,0.571428571,0.159790927,0.480300968,1.0,0,0
1173,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,532.9825584,0.571428571,0.877919354,0.657890962,1.0,0,0
1174,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,379.397101,0.571428571,0.624936124,0.622363952,1.0,0,0
1175,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,732.8044867,0.571428571,1.0,0.691190064,1.0,0,0
1176,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,153.968283,0.571428571,0.253613789,0.528295476,1.0,0,0
1177,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,286.6468039,0.571428571,0.472159486,0.593087094,1.0,0,0
1178,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,101.7855412,0.571428571,0.167659306,0.485286075,1.0,0,0
1179,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,119.6774195,0.571428571,0.197130489,0.502096592,1.0,0,0
1180,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,369.7071754,0.571428571,0.608975051,0.619660963,1.0,0,0
1181,강동구,성내로 25,2017.0,7,공공시설,실외,127.124306,37.52989,142.2364127,0.571428571,0.234289261,0.520048836,1.0,0,0
1182,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,319.2297784,0.571428571,0.525829581,0.604327754,1.0,0,0
1183,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,57.8700317,0.571428571,0.0953224608,0.426905431,1.0,0,0
1184,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,97.3227673,0.571428571,0.160308304,0.480636147,1.0,0,0
1185,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,623.734884,0.571428571,1.0,0.674333569,1.0,0,0
1186,강동구,성내로 25,2017.0,7,공공시설,실내,127.124306,37.52989,58.0964905,0.571428571,0.0956954797,0.427307621,1.0,0,0
1187,강동구,성내로3가길 19,2017.0,7,공공시설,실내,127.12394,37.530617,211.8754483,0.571428571,0.34899744,0.561553444,1.0,0,0
1188,강동구,성내로3가길 19,2017.0,7,공공시설,실내,127.12394,37.530617,360.0714231,0.571428571,0.593103211,0.616902094,1.0,0,0
1189,강동구,성내로3가길 19,2017.0,7,공공시설,실내,127.12394,37.530617,51.3635236,0.571428571,0.0846050565,0.414636456,1.0,0,0
1190,강동구,성내로3가길 19,2017.0,7,공공시설,실내,127.12394,37.530617,107.15193,0.571428571,0.176498726,0.490617241,1.0,0,0
1191,강동구,성내로3가길 19,2017.0,7,공공시설,실내,127.12394,37.530617,287.0752817,0.571428571,0.472865267,0.593243019,1.0,0,0
1192,강동구,성내로3가길 19,2017.0,7,공공시설,실내,127.12394,37.530617,238.6943349,0.571428571,0.393173033,0.573983252,1.0,0,0
1193,강동구,성내로3가길 19,2017.0,7,공공시설,실내,127.12394,37.530617,147.6019292,0.571428571,0.243127244,0.523901119,1.0,0,0
1194,강동구,성내로 25,2017.0,7,공공시설,실내,127.12363,37.530453,504.2845192,0.571428571,0.830648455,0.652104201,1.0,0,0
1195,강동구,성내로 25,2017.0,7,공공시설,실내,127.12363,37.530453,808.448118,0.571428571,1.0,0.701467472,1.0,0,0
1196,강동구,성내로 25,2017.0,7,공공시설,실내,127.12363,37.530453,85.6126882,0.571428571,0.141019671,0.467352383,1.0,0,0
1197,강동구,성내로 55,2017.0,7,공공시설,실내,127.12635,37.528637,18.7568978,0.571428571,0.0308960032,0.312532068,1.0,0,0
1198,강동구,성내로 55,2017.0,7,공공시설,실내,127.12635,37.528637,106.3637358,0.571428571,0.175200427,0.489851016,1.0,0,0
1199,강동구,성내로 55,2017.0,7,공공시설,실내,127.12635,37.528637,335.4748436,0.571428571,0.552588163,0.609511457,1.0,0,0
1200,강동구,성내로 55,2017.0,7,공공시설,실내,127.12635,37.528637,13.1647966,0.571428571,0.0216847937,0.277675961,1.0,0,0
1201,강동구,성내로 55,2017.0,7,공공시설,실내,127.12635,37.528637,16.190768,0.571428571,0.0266691199,0.297957643,1.0,0,0
1202,강동구,성내로 55,2017.0,7,공공시설,실내,127.12635,37.528637,48.5089734,0.571428571,0.0799030923,0.408764341,1.0,0,0
1203,강동구,성내로 55,2017.0,7,공공시설,실내,127.12635,37.528637,9.3195625,0.571428571,0.0153509925,0.244498482,1.0,0,0
1204,강동구,성내로 55,2017.0,7,공공시설,실내,127.12635,37.528637,22.8657734,0.571428571,0.0376640699,0.332324544,1.0,0,0
1205,강동구,성내로 55,2017.0,7,공공시설,실내,127.12635,37.528637,26.3361963,0.571428571,0.0433804887,0.346546594,1.0,0,0
1206,강동구,성내로 55,2017.0,7,공공시설,실내,127.12635,37.528637,34.9930842,0.571428571,0.0576399603,0.375365967,1.0,0,0
1207,강동구,성내로 55,2017.0,7,공공시설,실내,127.12635,37.528637,197.6568156,0.571428571,0.325576762,0.554311971,1.0,0,0
1208,강동구,성내로 55,2017.0,7,공공시설,실내,127.12635,37.528637,2.928112,0.571428571,0.0048231091,0.143318556,1.0,0,0
1209,강동구,성내로 55,2017.0,7,공공시설,실내,127.12635,37.528637,6.1390595,0.571428571,0.0101121246,0.205900838,1.0,0,0
1210,강동구,성내로 55,2017.0,7,공공시설,실내,127.12635,37.528637,30.8611409,0.571428571,0.0508338969,0.362592311,1.0,0,0
1211,강동구,성내로 55,2017.0,7,공공시설,실내,127.12635,37.528637,6.5639391,0.571428571,0.0108119787,0.211956769,1.0,0,0
1212,강동구,성내로 55,2017.0,7,공공시설,실내,127.12635,37.528637,40.0469327,0.571428571,0.0659645695,0.389129504,1.0,0,0
1213,강동구,성내로 55,2017.0,7,공공시설,실내,127.12635,37.528637,103.0612155,0.571428571,0.169760574,0.486578177,1.0,0,0
1214,강동구,성내로 55,2017.0,7,공공시설,실내,127.12635,37.528637,10.9483216,0.571428571,0.0180338555,0.259850104,1.0,0,0
